"Dataset","DefectNum","ModuleNum","DefectRate","ImbLevel","Metrics","Classifier","ImbLearner","ImbLearnerType","AUC","MCC","ImbGroup","dset","bMCC","dMCC"
"poi-2.0",37,314,0.117834395,7.486486486,"CK","C4.5","Y","COS",0.5979,0.1516,"M&H IR","poi-2.0",0.0231,0.1285
"synapse-1.0",16,157,0.101910828,8.8125,"CK","C4.5","Y","COS",0.7335,0.2899,"M&H IR","synapse-1.0",0.0136,0.2763
"synapse-1.1",60,222,0.27027027,2.7,"CK","C4.5","Y","COS",0.6922,0.3729,"Low IR","synapse-1.1",0.3822,-0.00929999999999997
"synapse-1.2",86,256,0.3359375,1.976744186,"CK","C4.5","Y","COS",0.7184,0.4414,"Low IR","synapse-1.2",0.462,-0.0206
"velocity-1.6",78,229,0.340611354,1.935897436,"CK","C4.5","Y","COS",0.6231,0.2357,"Low IR","velocity-1.6",0.2073,0.0284
"xerces-1.2",71,440,0.161363636,5.197183099,"CK","C4.5","Y","COS",0.6692,0.2659,"M&H IR","xerces-1.2",-0.0046,0.2705
"xerces-1.3",69,453,0.152317881,5.565217391,"CK","C4.5","Y","COS",0.7508,0.3366,"M&H IR","xerces-1.3",0.3433,-0.00669999999999998
"ant-1.3",20,125,0.16,5.25,"CK","C4.5","Y","EM1v1",0.7745,0.3631,"M&H IR","ant-1.3",-0.0098,0.3729
"ant-1.4",40,178,0.224719101,3.45,"CK","C4.5","Y","EM1v1",0.5796,0.07,"Low IR","ant-1.4",0,0.07
"ant-1.5",32,293,0.109215017,8.15625,"CK","C4.5","Y","EM1v1",0.7764,0.3743,"M&H IR","ant-1.5",0.3255,0.0488
"ant-1.6",92,351,0.262108262,2.815217391,"CK","C4.5","Y","EM1v1",0.794,0.4707,"Low IR","ant-1.6",0.4712,-5e-04
"camel-1.0",13,339,0.038348083,25.07692308,"CK","C4.5","Y","EM1v1",0.7393,0.1449,"M&H IR","camel-1.0",0,0.1449
"camel-1.2",216,608,0.355263158,1.814814815,"CK","C4.5","Y","EM1v1",0.5153,0.0254,"Low IR","camel-1.2",0.0254,0
"camel-1.4",145,872,0.166284404,5.013793103,"CK","C4.5","Y","EM1v1",0.6899,0.2219,"M&H IR","camel-1.4",0.0968,0.1251
"camel-1.6",188,965,0.194818653,4.132978723,"CK","C4.5","Y","EM1v1",0.6432,0.1539,"M&H IR","camel-1.6",0.105,0.0489
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"CK","C4.5","Y","EM1v1",0.7609,0.4365,"Low IR","Eclipse_JDT_Core",0.4041,0.0324
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK","C4.5","Y","EM1v1",0.7141,0.2427,"M&H IR","Eclipse_PDE_UI",0.0751,0.1676
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK","C4.5","Y","EM1v1",0.697,0.3526,"Low IR","Equinox_Framework",0.3526,0
"ivy-2.0",40,352,0.113636364,7.8,"CK","C4.5","Y","EM1v1",0.8051,0.3297,"M&H IR","ivy-2.0",0.0938,0.2359
"jedit-3.2",90,272,0.330882353,2.022222222,"CK","C4.5","Y","EM1v1",0.782,0.4399,"Low IR","jedit-3.2",0.4465,-0.00659999999999999
"jedit-4.0",75,306,0.245098039,3.08,"CK","C4.5","Y","EM1v1",0.7541,0.4033,"Low IR","jedit-4.0",0.3875,0.0158
"jedit-4.1",79,312,0.253205128,2.949367089,"CK","C4.5","Y","EM1v1",0.7461,0.4458,"Low IR","jedit-4.1",0.4463,-5e-04
"jedit-4.2",48,367,0.130790191,6.645833333,"CK","C4.5","Y","EM1v1",0.8308,0.4248,"M&H IR","jedit-4.2",0.0516,0.3732
"jedit-4.3",11,492,0.022357724,43.72727273,"CK","C4.5","Y","EM1v1",0.812,0.1287,"M&H IR","jedit-4.3",0,0.1287
"log4j-1.0",34,135,0.251851852,2.970588235,"CK","C4.5","Y","EM1v1",0.7801,0.4198,"Low IR","log4j-1.0",0.4226,-0.00279999999999997
"Lucene",64,691,0.092619392,9.796875,"CK","C4.5","Y","EM1v1",0.6711,0.1904,"M&H IR","Lucene",0.0029,0.1875
"Mylyn",245,1862,0.131578947,6.6,"CK","C4.5","Y","EM1v1",0.7025,0.2368,"M&H IR","Mylyn",0.0139,0.2229
"poi-2.0",37,314,0.117834395,7.486486486,"CK","C4.5","Y","EM1v1",0.6777,0.1738,"M&H IR","poi-2.0",0.0231,0.1507
"synapse-1.0",16,157,0.101910828,8.8125,"CK","C4.5","Y","EM1v1",0.7795,0.3621,"M&H IR","synapse-1.0",0.0136,0.3485
"synapse-1.1",60,222,0.27027027,2.7,"CK","C4.5","Y","EM1v1",0.6991,0.3472,"Low IR","synapse-1.1",0.3822,-0.035
"synapse-1.2",86,256,0.3359375,1.976744186,"CK","C4.5","Y","EM1v1",0.7241,0.462,"Low IR","synapse-1.2",0.462,0
"velocity-1.6",78,229,0.340611354,1.935897436,"CK","C4.5","Y","EM1v1",0.5968,0.2073,"Low IR","velocity-1.6",0.2073,0
"xerces-1.2",71,440,0.161363636,5.197183099,"CK","C4.5","Y","EM1v1",0.7581,0.3033,"M&H IR","xerces-1.2",-0.0046,0.3079
"xerces-1.3",69,453,0.152317881,5.565217391,"CK","C4.5","Y","EM1v1",0.7959,0.3445,"M&H IR","xerces-1.3",0.3433,0.00119999999999998
"ant-1.3",20,125,0.16,5.25,"CK","C4.5","Y","UBag",0.7925,0.4143,"M&H IR","ant-1.3",-0.0098,0.4241
"ant-1.4",40,178,0.224719101,3.45,"CK","C4.5","Y","UBag",0.6006,0.1176,"Low IR","ant-1.4",0,0.1176
"ant-1.5",32,293,0.109215017,8.15625,"CK","C4.5","Y","UBag",0.7953,0.3475,"M&H IR","ant-1.5",0.3255,0.022
"ant-1.6",92,351,0.262108262,2.815217391,"CK","C4.5","Y","UBag",0.823,0.4889,"Low IR","ant-1.6",0.4712,0.0177
"camel-1.0",13,339,0.038348083,25.07692308,"CK","C4.5","Y","UBag",0.7433,0.1329,"M&H IR","camel-1.0",0,0.1329
"camel-1.2",216,608,0.355263158,1.814814815,"CK","C4.5","Y","UBag",0.5783,0.0945,"Low IR","camel-1.2",0.0254,0.0691
"camel-1.4",145,872,0.166284404,5.013793103,"CK","C4.5","Y","UBag",0.6942,0.2174,"M&H IR","camel-1.4",0.0968,0.1206
"camel-1.6",188,965,0.194818653,4.132978723,"CK","C4.5","Y","UBag",0.667,0.1756,"M&H IR","camel-1.6",0.105,0.0706
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"CK","C4.5","Y","UBag",0.7887,0.4118,"Low IR","Eclipse_JDT_Core",0.4041,0.00769999999999998
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK","C4.5","Y","UBag",0.7272,0.2489,"M&H IR","Eclipse_PDE_UI",0.0751,0.1738
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK","C4.5","Y","UBag",0.7969,0.3959,"Low IR","Equinox_Framework",0.3526,0.0432999999999999
"ivy-2.0",40,352,0.113636364,7.8,"CK","C4.5","Y","UBag",0.8096,0.3392,"M&H IR","ivy-2.0",0.0938,0.2454
"jedit-3.2",90,272,0.330882353,2.022222222,"CK","C4.5","Y","UBag",0.8124,0.4595,"Low IR","jedit-3.2",0.4465,0.013
"jedit-4.0",75,306,0.245098039,3.08,"CK","C4.5","Y","UBag",0.7806,0.4427,"Low IR","jedit-4.0",0.3875,0.0552
"jedit-4.1",79,312,0.253205128,2.949367089,"CK","C4.5","Y","UBag",0.7953,0.438,"Low IR","jedit-4.1",0.4463,-0.00829999999999997
"jedit-4.2",48,367,0.130790191,6.645833333,"CK","C4.5","Y","UBag",0.8278,0.3993,"M&H IR","jedit-4.2",0.0516,0.3477
"jedit-4.3",11,492,0.022357724,43.72727273,"CK","C4.5","Y","UBag",0.7961,0.1137,"M&H IR","jedit-4.3",0,0.1137
"log4j-1.0",34,135,0.251851852,2.970588235,"CK","C4.5","Y","UBag",0.8156,0.469,"Low IR","log4j-1.0",0.4226,0.0464
"Lucene",64,691,0.092619392,9.796875,"CK","C4.5","Y","UBag",0.6856,0.1832,"M&H IR","Lucene",0.0029,0.1803
"Mylyn",245,1862,0.131578947,6.6,"CK","C4.5","Y","UBag",0.7228,0.2565,"M&H IR","Mylyn",0.0139,0.2426
"poi-2.0",37,314,0.117834395,7.486486486,"CK","C4.5","Y","UBag",0.6878,0.2131,"M&H IR","poi-2.0",0.0231,0.19
"synapse-1.0",16,157,0.101910828,8.8125,"CK","C4.5","Y","UBag",0.7648,0.3249,"M&H IR","synapse-1.0",0.0136,0.3113
"synapse-1.1",60,222,0.27027027,2.7,"CK","C4.5","Y","UBag",0.7506,0.381,"Low IR","synapse-1.1",0.3822,-0.00119999999999998
"synapse-1.2",86,256,0.3359375,1.976744186,"CK","C4.5","Y","UBag",0.7735,0.4379,"Low IR","synapse-1.2",0.462,-0.0241
"velocity-1.6",78,229,0.340611354,1.935897436,"CK","C4.5","Y","UBag",0.7119,0.2558,"Low IR","velocity-1.6",0.2073,0.0485
"xerces-1.2",71,440,0.161363636,5.197183099,"CK","C4.5","Y","UBag",0.7684,0.3107,"M&H IR","xerces-1.2",-0.0046,0.3153
"xerces-1.3",69,453,0.152317881,5.565217391,"CK","C4.5","Y","UBag",0.8079,0.3603,"M&H IR","xerces-1.3",0.3433,0.017
"ant-1.3",20,125,0.16,5.25,"CK","C4.5","Y","OBag",0.7275,0.3252,"M&H IR","ant-1.3",-0.0098,0.335
"ant-1.4",40,178,0.224719101,3.45,"CK","C4.5","Y","OBag",0.629,0.1366,"Low IR","ant-1.4",0,0.1366
"ant-1.5",32,293,0.109215017,8.15625,"CK","C4.5","Y","OBag",0.6938,0.2717,"M&H IR","ant-1.5",0.3255,-0.0538
"ant-1.6",92,351,0.262108262,2.815217391,"CK","C4.5","Y","OBag",0.8118,0.4681,"Low IR","ant-1.6",0.4712,-0.00309999999999999
"camel-1.0",13,339,0.038348083,25.07692308,"CK","C4.5","Y","OBag",0.5105,0.0143,"M&H IR","camel-1.0",0,0.0143
"camel-1.2",216,608,0.355263158,1.814814815,"CK","C4.5","Y","OBag",0.5692,0.0726,"Low IR","camel-1.2",0.0254,0.0472
"camel-1.4",145,872,0.166284404,5.013793103,"CK","C4.5","Y","OBag",0.6456,0.1453,"M&H IR","camel-1.4",0.0968,0.0485
"camel-1.6",188,965,0.194818653,4.132978723,"CK","C4.5","Y","OBag",0.6433,0.1243,"M&H IR","camel-1.6",0.105,0.0193
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"CK","C4.5","Y","OBag",0.7809,0.4271,"Low IR","Eclipse_JDT_Core",0.4041,0.023
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK","C4.5","Y","OBag",0.6906,0.2125,"M&H IR","Eclipse_PDE_UI",0.0751,0.1374
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK","C4.5","Y","OBag",0.7783,0.3776,"Low IR","Equinox_Framework",0.3526,0.025
"ivy-2.0",40,352,0.113636364,7.8,"CK","C4.5","Y","OBag",0.7205,0.2508,"M&H IR","ivy-2.0",0.0938,0.157
"jedit-3.2",90,272,0.330882353,2.022222222,"CK","C4.5","Y","OBag",0.7964,0.445,"Low IR","jedit-3.2",0.4465,-0.0015
"jedit-4.0",75,306,0.245098039,3.08,"CK","C4.5","Y","OBag",0.7805,0.4098,"Low IR","jedit-4.0",0.3875,0.0223
"jedit-4.1",79,312,0.253205128,2.949367089,"CK","C4.5","Y","OBag",0.7877,0.4071,"Low IR","jedit-4.1",0.4463,-0.0392
"jedit-4.2",48,367,0.130790191,6.645833333,"CK","C4.5","Y","OBag",0.782,0.2643,"M&H IR","jedit-4.2",0.0516,0.2127
"jedit-4.3",11,492,0.022357724,43.72727273,"CK","C4.5","Y","OBag",0.6983,0.2036,"M&H IR","jedit-4.3",0,0.2036
"log4j-1.0",34,135,0.251851852,2.970588235,"CK","C4.5","Y","OBag",0.7893,0.4377,"Low IR","log4j-1.0",0.4226,0.0151
"Lucene",64,691,0.092619392,9.796875,"CK","C4.5","Y","OBag",0.6099,0.0924,"M&H IR","Lucene",0.0029,0.0895
"Mylyn",245,1862,0.131578947,6.6,"CK","C4.5","Y","OBag",0.6919,0.2566,"M&H IR","Mylyn",0.0139,0.2427
"poi-2.0",37,314,0.117834395,7.486486486,"CK","C4.5","Y","OBag",0.7071,0.2141,"M&H IR","poi-2.0",0.0231,0.191
"synapse-1.0",16,157,0.101910828,8.8125,"CK","C4.5","Y","OBag",0.6997,0.1011,"M&H IR","synapse-1.0",0.0136,0.0875
"synapse-1.1",60,222,0.27027027,2.7,"CK","C4.5","Y","OBag",0.7569,0.3528,"Low IR","synapse-1.1",0.3822,-0.0294
"synapse-1.2",86,256,0.3359375,1.976744186,"CK","C4.5","Y","OBag",0.7824,0.4348,"Low IR","synapse-1.2",0.462,-0.0272
"velocity-1.6",78,229,0.340611354,1.935897436,"CK","C4.5","Y","OBag",0.6971,0.2161,"Low IR","velocity-1.6",0.2073,0.00879999999999997
"xerces-1.2",71,440,0.161363636,5.197183099,"CK","C4.5","Y","OBag",0.7525,0.2619,"M&H IR","xerces-1.2",-0.0046,0.2665
"xerces-1.3",69,453,0.152317881,5.565217391,"CK","C4.5","Y","OBag",0.792,0.3779,"M&H IR","xerces-1.3",0.3433,0.0346
"ant-1.3",20,125,0.16,5.25,"CK","C4.5","Y","UOBag",0.7617,0.3858,"M&H IR","ant-1.3",-0.0098,0.3956
"ant-1.4",40,178,0.224719101,3.45,"CK","C4.5","Y","UOBag",0.6265,0.1661,"Low IR","ant-1.4",0,0.1661
"ant-1.5",32,293,0.109215017,8.15625,"CK","C4.5","Y","UOBag",0.7659,0.3634,"M&H IR","ant-1.5",0.3255,0.0379
"ant-1.6",92,351,0.262108262,2.815217391,"CK","C4.5","Y","UOBag",0.8228,0.482,"Low IR","ant-1.6",0.4712,0.0108
"camel-1.0",13,339,0.038348083,25.07692308,"CK","C4.5","Y","UOBag",0.6237,0.0528,"M&H IR","camel-1.0",0,0.0528
"camel-1.2",216,608,0.355263158,1.814814815,"CK","C4.5","Y","UOBag",0.5743,0.0843,"Low IR","camel-1.2",0.0254,0.0589
"camel-1.4",145,872,0.166284404,5.013793103,"CK","C4.5","Y","UOBag",0.6692,0.1912,"M&H IR","camel-1.4",0.0968,0.0944
"camel-1.6",188,965,0.194818653,4.132978723,"CK","C4.5","Y","UOBag",0.6681,0.1742,"M&H IR","camel-1.6",0.105,0.0692
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"CK","C4.5","Y","UOBag",0.7906,0.4156,"Low IR","Eclipse_JDT_Core",0.4041,0.0115
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK","C4.5","Y","UOBag",0.7166,0.2557,"M&H IR","Eclipse_PDE_UI",0.0751,0.1806
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK","C4.5","Y","UOBag",0.785,0.4138,"Low IR","Equinox_Framework",0.3526,0.0612
"ivy-2.0",40,352,0.113636364,7.8,"CK","C4.5","Y","UOBag",0.7755,0.2785,"M&H IR","ivy-2.0",0.0938,0.1847
"jedit-3.2",90,272,0.330882353,2.022222222,"CK","C4.5","Y","UOBag",0.8186,0.4738,"Low IR","jedit-3.2",0.4465,0.0273
"jedit-4.0",75,306,0.245098039,3.08,"CK","C4.5","Y","UOBag",0.7967,0.4479,"Low IR","jedit-4.0",0.3875,0.0604
"jedit-4.1",79,312,0.253205128,2.949367089,"CK","C4.5","Y","UOBag",0.7993,0.4336,"Low IR","jedit-4.1",0.4463,-0.0127
"jedit-4.2",48,367,0.130790191,6.645833333,"CK","C4.5","Y","UOBag",0.8119,0.364,"M&H IR","jedit-4.2",0.0516,0.3124
"jedit-4.3",11,492,0.022357724,43.72727273,"CK","C4.5","Y","UOBag",0.8061,0.2611,"M&H IR","jedit-4.3",0,0.2611
"log4j-1.0",34,135,0.251851852,2.970588235,"CK","C4.5","Y","UOBag",0.8048,0.4638,"Low IR","log4j-1.0",0.4226,0.0412
"Lucene",64,691,0.092619392,9.796875,"CK","C4.5","Y","UOBag",0.658,0.1222,"M&H IR","Lucene",0.0029,0.1193
"Mylyn",245,1862,0.131578947,6.6,"CK","C4.5","Y","UOBag",0.7195,0.258,"M&H IR","Mylyn",0.0139,0.2441
"poi-2.0",37,314,0.117834395,7.486486486,"CK","C4.5","Y","UOBag",0.7082,0.2492,"M&H IR","poi-2.0",0.0231,0.2261
"synapse-1.0",16,157,0.101910828,8.8125,"CK","C4.5","Y","UOBag",0.7473,0.1965,"M&H IR","synapse-1.0",0.0136,0.1829
"synapse-1.1",60,222,0.27027027,2.7,"CK","C4.5","Y","UOBag",0.7625,0.3584,"Low IR","synapse-1.1",0.3822,-0.0238
"synapse-1.2",86,256,0.3359375,1.976744186,"CK","C4.5","Y","UOBag",0.7752,0.4294,"Low IR","synapse-1.2",0.462,-0.0326
"velocity-1.6",78,229,0.340611354,1.935897436,"CK","C4.5","Y","UOBag",0.7238,0.2793,"Low IR","velocity-1.6",0.2073,0.072
"xerces-1.2",71,440,0.161363636,5.197183099,"CK","C4.5","Y","UOBag",0.7768,0.3079,"M&H IR","xerces-1.2",-0.0046,0.3125
"xerces-1.3",69,453,0.152317881,5.565217391,"CK","C4.5","Y","UOBag",0.8297,0.3909,"M&H IR","xerces-1.3",0.3433,0.0476
"ant-1.3",20,125,0.16,5.25,"CK","C4.5","Y","SBag",0.7398,0.3337,"M&H IR","ant-1.3",-0.0098,0.3435
"ant-1.4",40,178,0.224719101,3.45,"CK","C4.5","Y","SBag",0.6112,0.0767,"Low IR","ant-1.4",0,0.0767
"ant-1.5",32,293,0.109215017,8.15625,"CK","C4.5","Y","SBag",0.7434,0.3254,"M&H IR","ant-1.5",0.3255,-9.9999999999989e-05
"ant-1.6",92,351,0.262108262,2.815217391,"CK","C4.5","Y","SBag",0.8156,0.4936,"Low IR","ant-1.6",0.4712,0.0224
"camel-1.0",13,339,0.038348083,25.07692308,"CK","C4.5","Y","SBag",0.5137,0.0371,"M&H IR","camel-1.0",0,0.0371
"camel-1.2",216,608,0.355263158,1.814814815,"CK","C4.5","Y","SBag",0.5773,0.1111,"Low IR","camel-1.2",0.0254,0.0857
"camel-1.4",145,872,0.166284404,5.013793103,"CK","C4.5","Y","SBag",0.6756,0.1939,"M&H IR","camel-1.4",0.0968,0.0971
"camel-1.6",188,965,0.194818653,4.132978723,"CK","C4.5","Y","SBag",0.6594,0.148,"M&H IR","camel-1.6",0.105,0.043
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"CK","C4.5","Y","SBag",0.7877,0.4516,"Low IR","Eclipse_JDT_Core",0.4041,0.0475
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK","C4.5","Y","SBag",0.7099,0.2322,"M&H IR","Eclipse_PDE_UI",0.0751,0.1571
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK","C4.5","Y","SBag",0.7923,0.3727,"Low IR","Equinox_Framework",0.3526,0.0201
"ivy-2.0",40,352,0.113636364,7.8,"CK","C4.5","Y","SBag",0.7642,0.2868,"M&H IR","ivy-2.0",0.0938,0.193
"jedit-3.2",90,272,0.330882353,2.022222222,"CK","C4.5","Y","SBag",0.8121,0.4531,"Low IR","jedit-3.2",0.4465,0.00659999999999999
"jedit-4.0",75,306,0.245098039,3.08,"CK","C4.5","Y","SBag",0.7973,0.4096,"Low IR","jedit-4.0",0.3875,0.0221
"jedit-4.1",79,312,0.253205128,2.949367089,"CK","C4.5","Y","SBag",0.7993,0.4485,"Low IR","jedit-4.1",0.4463,0.00220000000000004
"jedit-4.2",48,367,0.130790191,6.645833333,"CK","C4.5","Y","SBag",0.8145,0.3142,"M&H IR","jedit-4.2",0.0516,0.2626
"jedit-4.3",11,492,0.022357724,43.72727273,"CK","C4.5","Y","SBag",0.7411,0.2156,"M&H IR","jedit-4.3",0,0.2156
"log4j-1.0",34,135,0.251851852,2.970588235,"CK","C4.5","Y","SBag",0.8058,0.4878,"Low IR","log4j-1.0",0.4226,0.0652
"Lucene",64,691,0.092619392,9.796875,"CK","C4.5","Y","SBag",0.6539,0.1448,"M&H IR","Lucene",0.0029,0.1419
"Mylyn",245,1862,0.131578947,6.6,"CK","C4.5","Y","SBag",0.7072,0.268,"M&H IR","Mylyn",0.0139,0.2541
"poi-2.0",37,314,0.117834395,7.486486486,"CK","C4.5","Y","SBag",0.7121,0.2446,"M&H IR","poi-2.0",0.0231,0.2215
"synapse-1.0",16,157,0.101910828,8.8125,"CK","C4.5","Y","SBag",0.7301,0.1346,"M&H IR","synapse-1.0",0.0136,0.121
"synapse-1.1",60,222,0.27027027,2.7,"CK","C4.5","Y","SBag",0.7622,0.3844,"Low IR","synapse-1.1",0.3822,0.00220000000000004
"synapse-1.2",86,256,0.3359375,1.976744186,"CK","C4.5","Y","SBag",0.7739,0.4247,"Low IR","synapse-1.2",0.462,-0.0373
"velocity-1.6",78,229,0.340611354,1.935897436,"CK","C4.5","Y","SBag",0.7067,0.2501,"Low IR","velocity-1.6",0.2073,0.0428
"xerces-1.2",71,440,0.161363636,5.197183099,"CK","C4.5","Y","SBag",0.7661,0.2814,"M&H IR","xerces-1.2",-0.0046,0.286
"xerces-1.3",69,453,0.152317881,5.565217391,"CK","C4.5","Y","SBag",0.8169,0.3886,"M&H IR","xerces-1.3",0.3433,0.0453
"ant-1.3",20,125,0.16,5.25,"CK","C4.5","Y","UBst",0.7822,0.3646,"M&H IR","ant-1.3",-0.0098,0.3744
"ant-1.4",40,178,0.224719101,3.45,"CK","C4.5","Y","UBst",0.5242,0.0495,"Low IR","ant-1.4",0,0.0495
"ant-1.5",32,293,0.109215017,8.15625,"CK","C4.5","Y","UBst",0.782,0.3084,"M&H IR","ant-1.5",0.3255,-0.0171
"ant-1.6",92,351,0.262108262,2.815217391,"CK","C4.5","Y","UBst",0.7982,0.471,"Low IR","ant-1.6",0.4712,-0.000200000000000033
"camel-1.0",13,339,0.038348083,25.07692308,"CK","C4.5","Y","UBst",0.7356,0.1568,"M&H IR","camel-1.0",0,0.1568
"camel-1.2",216,608,0.355263158,1.814814815,"CK","C4.5","Y","UBst",0.5659,0.0865,"Low IR","camel-1.2",0.0254,0.0611
"camel-1.4",145,872,0.166284404,5.013793103,"CK","C4.5","Y","UBst",0.682,0.2005,"M&H IR","camel-1.4",0.0968,0.1037
"camel-1.6",188,965,0.194818653,4.132978723,"CK","C4.5","Y","UBst",0.6512,0.161,"M&H IR","camel-1.6",0.105,0.056
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"CK","C4.5","Y","UBst",0.7673,0.387,"Low IR","Eclipse_JDT_Core",0.4041,-0.0171
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK","C4.5","Y","UBst",0.7111,0.2327,"M&H IR","Eclipse_PDE_UI",0.0751,0.1576
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK","C4.5","Y","UBst",0.7616,0.434,"Low IR","Equinox_Framework",0.3526,0.0814
"ivy-2.0",40,352,0.113636364,7.8,"CK","C4.5","Y","UBst",0.7995,0.3176,"M&H IR","ivy-2.0",0.0938,0.2238
"jedit-3.2",90,272,0.330882353,2.022222222,"CK","C4.5","Y","UBst",0.7933,0.465,"Low IR","jedit-3.2",0.4465,0.0185
"jedit-4.0",75,306,0.245098039,3.08,"CK","C4.5","Y","UBst",0.7417,0.3541,"Low IR","jedit-4.0",0.3875,-0.0334
"jedit-4.1",79,312,0.253205128,2.949367089,"CK","C4.5","Y","UBst",0.7727,0.408,"Low IR","jedit-4.1",0.4463,-0.0383
"jedit-4.2",48,367,0.130790191,6.645833333,"CK","C4.5","Y","UBst",0.8073,0.3778,"M&H IR","jedit-4.2",0.0516,0.3262
"jedit-4.3",11,492,0.022357724,43.72727273,"CK","C4.5","Y","UBst",0.6882,0.0821,"M&H IR","jedit-4.3",0,0.0821
"log4j-1.0",34,135,0.251851852,2.970588235,"CK","C4.5","Y","UBst",0.7902,0.401,"Low IR","log4j-1.0",0.4226,-0.0216
"Lucene",64,691,0.092619392,9.796875,"CK","C4.5","Y","UBst",0.6538,0.1772,"M&H IR","Lucene",0.0029,0.1743
"Mylyn",245,1862,0.131578947,6.6,"CK","C4.5","Y","UBst",0.7009,0.2357,"M&H IR","Mylyn",0.0139,0.2218
"poi-2.0",37,314,0.117834395,7.486486486,"CK","C4.5","Y","UBst",0.672,0.1766,"M&H IR","poi-2.0",0.0231,0.1535
"synapse-1.0",16,157,0.101910828,8.8125,"CK","C4.5","Y","UBst",0.755,0.3199,"M&H IR","synapse-1.0",0.0136,0.3063
"synapse-1.1",60,222,0.27027027,2.7,"CK","C4.5","Y","UBst",0.7191,0.3279,"Low IR","synapse-1.1",0.3822,-0.0543
"synapse-1.2",86,256,0.3359375,1.976744186,"CK","C4.5","Y","UBst",0.7527,0.3885,"Low IR","synapse-1.2",0.462,-0.0735
"velocity-1.6",78,229,0.340611354,1.935897436,"CK","C4.5","Y","UBst",0.6848,0.2425,"Low IR","velocity-1.6",0.2073,0.0352
"xerces-1.2",71,440,0.161363636,5.197183099,"CK","C4.5","Y","UBst",0.7324,0.2798,"M&H IR","xerces-1.2",-0.0046,0.2844
"xerces-1.3",69,453,0.152317881,5.565217391,"CK","C4.5","Y","UBst",0.7894,0.3428,"M&H IR","xerces-1.3",0.3433,-5e-04
"ant-1.3",20,125,0.16,5.25,"CK","C4.5","Y","OBst",0.7127,0.2118,"M&H IR","ant-1.3",-0.0098,0.2216
"ant-1.4",40,178,0.224719101,3.45,"CK","C4.5","Y","OBst",0.5509,0.0388,"Low IR","ant-1.4",0,0.0388
"ant-1.5",32,293,0.109215017,8.15625,"CK","C4.5","Y","OBst",0.7384,0.244,"M&H IR","ant-1.5",0.3255,-0.0815
"ant-1.6",92,351,0.262108262,2.815217391,"CK","C4.5","Y","OBst",0.7709,0.3873,"Low IR","ant-1.6",0.4712,-0.0839
"camel-1.0",13,339,0.038348083,25.07692308,"CK","C4.5","Y","OBst",0.5679,-0.0109,"M&H IR","camel-1.0",0,-0.0109
"camel-1.2",216,608,0.355263158,1.814814815,"CK","C4.5","Y","OBst",0.5573,0.0814,"Low IR","camel-1.2",0.0254,0.056
"camel-1.4",145,872,0.166284404,5.013793103,"CK","C4.5","Y","OBst",0.6205,0.1366,"M&H IR","camel-1.4",0.0968,0.0398
"camel-1.6",188,965,0.194818653,4.132978723,"CK","C4.5","Y","OBst",0.6225,0.1412,"M&H IR","camel-1.6",0.105,0.0362
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"CK","C4.5","Y","OBst",0.7538,0.3629,"Low IR","Eclipse_JDT_Core",0.4041,-0.0412
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK","C4.5","Y","OBst",0.6735,0.1837,"M&H IR","Eclipse_PDE_UI",0.0751,0.1086
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK","C4.5","Y","OBst",0.7632,0.3497,"Low IR","Equinox_Framework",0.3526,-0.00290000000000001
"ivy-2.0",40,352,0.113636364,7.8,"CK","C4.5","Y","OBst",0.7299,0.1793,"M&H IR","ivy-2.0",0.0938,0.0855
"jedit-3.2",90,272,0.330882353,2.022222222,"CK","C4.5","Y","OBst",0.7845,0.3955,"Low IR","jedit-3.2",0.4465,-0.051
"jedit-4.0",75,306,0.245098039,3.08,"CK","C4.5","Y","OBst",0.7711,0.3498,"Low IR","jedit-4.0",0.3875,-0.0377
"jedit-4.1",79,312,0.253205128,2.949367089,"CK","C4.5","Y","OBst",0.7497,0.341,"Low IR","jedit-4.1",0.4463,-0.1053
"jedit-4.2",48,367,0.130790191,6.645833333,"CK","C4.5","Y","OBst",0.7479,0.218,"M&H IR","jedit-4.2",0.0516,0.1664
