Dataset,DefectNum,ModuleNum,DefectRate,ImbLevel,ImbGroup,Metrics,Classifier,ImbLearner,ImbLearnerType,Gmean,AUC,Bal,F1,Recall,MCC,SLoe
camel-1.0,13,339,0.038348082595870206,25.076923076923077,64~16,CK,C4.5,Y,SMOTE,0.2366,0.5281,0.4314,0.0965,0.235,0.058,0.1211
camel-1.2,216,608,0.35526315789473684,1.8148148148148149,2~1,CK,C4.5,Y,SMOTE,0.4331,0.5298,0.4558,0.3803,0.4866,0.0289,0.0575
camel-1.4,145,872,0.16628440366972477,5.0137931034482754,8~4,CK,C4.5,Y,SMOTE,0.5268,0.637,0.5186,0.3278,0.3375,0.2001,0.2363
camel-1.6,188,965,0.19481865284974093,4.132978723404255,8~4,CK,C4.5,Y,SMOTE,0.4926,0.6238,0.4898,0.3097,0.2947,0.1657,0.1991
ivy-2.0,40,352,0.11363636363636363,7.8,8~4,CK,C4.5,Y,SMOTE,0.6677,0.7213,0.663,0.3619,0.6275,0.2833,0.5026
jedit-3.2,90,272,0.33088235294117646,2.022222222222222,4~2,CK,C4.5,Y,SMOTE,0.6905,0.7467,0.6788,0.605,0.66,0.4066,0.5094
jedit-4.0,75,306,0.24509803921568626,3.08,4~2,CK,C4.5,Y,SMOTE,0.6792,0.7182,0.6714,0.5295,0.628,0.3666,0.4754
jedit-4.1,79,312,0.2532051282051282,2.949367088607595,4~2,CK,C4.5,Y,SMOTE,0.6794,0.7331,0.6658,0.5432,0.5961,0.389,0.4832
jedit-4.2,48,367,0.1307901907356948,6.645833333333333,8~4,CK,C4.5,Y,SMOTE,0.6548,0.718,0.6463,0.3896,0.569,0.2941,0.4477
jedit-4.3,11,492,0.022357723577235773,43.72727272727273,64~16,CK,C4.5,Y,SMOTE,0.4986,0.7651,0.6204,0.1759,0.52,0.2007,0.477
log4j-1.0,34,135,0.2518518518518518,2.9705882352941178,4~2,CK,C4.5,Y,SMOTE,0.6807,0.7612,0.6731,0.5583,0.6517,0.42,0.5617
poi-2.0,37,314,0.1178343949044586,7.486486486486487,8~4,CK,C4.5,Y,SMOTE,0.6027,0.6541,0.6053,0.3407,0.4933,0.2466,0.3611
synapse-1.0,16,157,0.10191082802547771,8.8125,16~8,CK,C4.5,Y,SMOTE,0.4904,0.633,0.58,0.2961,0.5,0.2283,0.3922
synapse-1.1,60,222,0.2702702702702703,2.7,4~2,CK,C4.5,Y,SMOTE,0.6481,0.6879,0.6372,0.5289,0.55,0.3648,0.451
synapse-1.2,86,256,0.3359375,1.9767441860465116,2~1,CK,C4.5,Y,SMOTE,0.6991,0.7251,0.6856,0.6192,0.6868,0.4273,0.5629
velocity-1.6,78,229,0.3406113537117904,1.935897435897436,2~1,CK,C4.5,Y,SMOTE,0.5902,0.6308,0.5821,0.5114,0.6237,0.2164,0.3197
xerces-1.2,71,440,0.16136363636363638,5.197183098591549,8~4,CK,C4.5,Y,SMOTE,0.6758,0.7147,0.6674,0.4122,0.6957,0.2847,0.5158
xerces-1.3,69,453,0.152317880794702,5.565217391304348,8~4,CK,C4.5,Y,SMOTE,0.6282,0.7521,0.6151,0.4228,0.485,0.3201,0.3993
Eclipse_JDT_Core,206,997,0.20661985957873621,3.8398058252427183,4~2,CK,C4.5,Y,SMOTE,0.6699,0.7241,0.6501,0.5099,0.5306,0.381,0.4269
Eclipse_PDE_UI,209,1497,0.1396125584502338,6.162679425837321,8~4,CK,C4.5,Y,SMOTE,0.5038,0.645,0.4956,0.2898,0.2981,0.1772,0.2
Equinox_Framework,129,324,0.39814814814814814,1.5116279069767442,2~1,CK,C4.5,Y,SMOTE,0.6408,0.7256,0.6171,0.6085,0.673,0.379,0.5936
Lucene,64,691,0.09261939218523878,9.796875,16~8,CK,C4.5,Y,SMOTE,0.4477,0.5885,0.4763,0.2333,0.2693,0.1568,0.2009
Mylyn,245,1862,0.13157894736842105,6.6,8~4,CK,C4.5,Y,SMOTE,0.4984,0.645,0.4974,0.2681,0.3095,0.1553,0.1966
ant-1.3,20,125,0.16,5.25,8~4,CK,C4.5,Y,COS,0.6526,0.7281,0.665,0.4854,0.615,0.3983,0.5582
ant-1.4,40,178,0.2247191011235955,3.45,4~2,CK,C4.5,Y,COS,0.3003,0.5059,0.4074,0.2329,0.3525,0.0091,0.0411
ant-1.5,32,293,0.10921501706484642,8.15625,16~8,CK,C4.5,Y,COS,0.6881,0.7449,0.6817,0.5115,0.5692,0.4652,0.5789
ant-1.6,92,351,0.2621082621082621,2.8152173913043477,4~2,CK,C4.5,Y,COS,0.7354,0.7729,0.7235,0.6147,0.6757,0.4739,0.5652
camel-1.0,13,339,0.038348082595870206,25.076923076923077,64~16,CK,C4.5,Y,COS,0.2703,0.6008,0.4534,0.1209,0.3,0.0997,0.2143
camel-1.2,216,608,0.35526315789473684,1.8148148148148149,2~1,CK,C4.5,Y,COS,0.4814,0.5414,0.4856,0.3578,0.3281,0.0826,0.107
camel-1.4,145,872,0.16628440366972477,5.0137931034482754,8~4,CK,C4.5,Y,COS,0.5679,0.6461,0.5603,0.352,0.411,0.2135,0.2681
camel-1.6,188,965,0.19481865284974093,4.132978723404255,8~4,CK,C4.5,Y,COS,0.515,0.6102,0.5113,0.319,0.3374,0.1541,0.1823
ivy-2.0,40,352,0.11363636363636363,7.8,8~4,CK,C4.5,Y,COS,0.7204,0.7477,0.7127,0.4251,0.675,0.3617,0.5811
jedit-3.2,90,272,0.33088235294117646,2.022222222222222,4~2,CK,C4.5,Y,COS,0.7148,0.7435,0.7042,0.6306,0.6978,0.4384,0.5458
jedit-4.0,75,306,0.24509803921568626,3.08,4~2,CK,C4.5,Y,COS,0.6936,0.7251,0.6807,0.5558,0.6046,0.4099,0.4895
jedit-4.1,79,312,0.2532051282051282,2.949367088607595,4~2,CK,C4.5,Y,COS,0.6927,0.7344,0.676,0.5647,0.5934,0.4252,0.521
jedit-4.2,48,367,0.1307901907356948,6.645833333333333,8~4,CK,C4.5,Y,COS,0.7647,0.7947,0.7475,0.4769,0.7725,0.4144,0.6944
jedit-4.3,11,492,0.022357723577235773,43.72727272727273,64~16,CK,C4.5,Y,COS,0.1676,0.5585,0.4037,0.0967,0.34,0.0797,-0.0002
log4j-1.0,34,135,0.2518518518518518,2.9705882352941178,4~2,CK,C4.5,Y,COS,0.6658,0.7302,0.6668,0.5574,0.585,0.431,0.5355
poi-2.0,37,314,0.1178343949044586,7.486486486486487,8~4,CK,C4.5,Y,COS,0.4205,0.5979,0.4951,0.2481,0.3158,0.1516,0.2038
synapse-1.0,16,157,0.10191082802547771,8.8125,16~8,CK,C4.5,Y,COS,0.5969,0.7335,0.6416,0.3376,0.635,0.2899,0.5559
synapse-1.1,60,222,0.2702702702702703,2.7,4~2,CK,C4.5,Y,COS,0.6609,0.6922,0.6527,0.5373,0.5767,0.3729,0.4582
synapse-1.2,86,256,0.3359375,1.9767441860465116,2~1,CK,C4.5,Y,COS,0.7018,0.7184,0.6877,0.6198,0.6256,0.4414,0.5329
velocity-1.6,78,229,0.3406113537117904,1.935897435897436,2~1,CK,C4.5,Y,COS,0.5931,0.6231,0.588,0.4935,0.5277,0.2357,0.3041
xerces-1.2,71,440,0.16136363636363638,5.197183098591549,8~4,CK,C4.5,Y,COS,0.6266,0.6692,0.6254,0.3889,0.5875,0.2659,0.4421
xerces-1.3,69,453,0.152317880794702,5.565217391304348,8~4,CK,C4.5,Y,COS,0.6606,0.7508,0.6519,0.4389,0.5581,0.3366,0.4541
Eclipse_JDT_Core,206,997,0.20661985957873621,3.8398058252427183,4~2,CK,C4.5,Y,COS,0.6907,0.7356,0.6662,0.5465,0.545,0.4336,0.4803
Eclipse_PDE_UI,209,1497,0.1396125584502338,6.162679425837321,8~4,CK,C4.5,Y,COS,0.6534,0.6807,0.6447,0.381,0.5569,0.2636,0.3955
Equinox_Framework,129,324,0.39814814814814814,1.5116279069767442,2~1,CK,C4.5,Y,COS,0.6868,0.7167,0.6768,0.6421,0.6932,0.3951,0.4936
Lucene,64,691,0.09261939218523878,9.796875,16~8,CK,C4.5,Y,COS,0.5531,0.6344,0.5457,0.2837,0.3748,0.2044,0.2783
Mylyn,245,1862,0.13157894736842105,6.6,8~4,CK,C4.5,Y,COS,0.6177,0.6574,0.6069,0.3467,0.4863,0.2326,0.3355
ant-1.3,20,125,0.16,5.25,8~4,CK,C4.5,Y,EM1v1,0.6726,0.7745,0.6688,0.4595,0.695,0.3631,0.5982
ant-1.4,40,178,0.2247191011235955,3.45,4~2,CK,C4.5,Y,EM1v1,0.3024,0.5796,0.4015,0.2578,0.54,0.07,0.2952
ant-1.5,32,293,0.10921501706484642,8.15625,16~8,CK,C4.5,Y,EM1v1,0.6887,0.7764,0.6823,0.4329,0.6108,0.3743,0.5513
ant-1.6,92,351,0.2621082621082621,2.8152173913043477,4~2,CK,C4.5,Y,EM1v1,0.7295,0.794,0.7159,0.6089,0.6628,0.4707,0.5677
camel-1.0,13,339,0.038348082595870206,25.076923076923077,64~16,CK,C4.5,Y,EM1v1,0.5897,0.7393,0.6162,0.1405,0.69,0.1449,0.5231
camel-1.2,216,608,0.35526315789473684,1.8148148148148149,2~1,CK,C4.5,Y,EM1v1,0.1344,0.5153,0.3191,0.0641,0.0386,0.0254,0.1346
camel-1.4,145,872,0.16628440366972477,5.0137931034482754,8~4,CK,C4.5,Y,EM1v1,0.6287,0.6899,0.6232,0.3755,0.5972,0.2219,0.3785
camel-1.6,188,965,0.19481865284974093,4.132978723404255,8~4,CK,C4.5,Y,EM1v1,0.5743,0.6432,0.5707,0.3547,0.5237,0.1539,0.2469
ivy-2.0,40,352,0.11363636363636363,7.8,8~4,CK,C4.5,Y,EM1v1,0.7238,0.8051,0.7115,0.3973,0.7075,0.3297,0.5931
jedit-3.2,90,272,0.33088235294117646,2.022222222222222,4~2,CK,C4.5,Y,EM1v1,0.7225,0.782,0.7114,0.6413,0.77,0.4399,0.5917
jedit-4.0,75,306,0.24509803921568626,3.08,4~2,CK,C4.5,Y,EM1v1,0.6977,0.7541,0.6859,0.5544,0.6359,0.4033,0.5044
jedit-4.1,79,312,0.2532051282051282,2.949367088607595,4~2,CK,C4.5,Y,EM1v1,0.6992,0.7461,0.6822,0.5768,0.6043,0.4458,0.5587
jedit-4.2,48,367,0.1307901907356948,6.645833333333333,8~4,CK,C4.5,Y,EM1v1,0.783,0.8308,0.7615,0.48,0.8275,0.4248,0.7568
jedit-4.3,11,492,0.022357723577235773,43.72727272727273,64~16,CK,C4.5,Y,EM1v1,0.6127,0.812,0.632,0.0906,0.76,0.1287,0.6457
log4j-1.0,34,135,0.2518518518518518,2.9705882352941178,4~2,CK,C4.5,Y,EM1v1,0.6622,0.7801,0.6565,0.5505,0.6367,0.4198,0.5859
poi-2.0,37,314,0.1178343949044586,7.486486486486487,8~4,CK,C4.5,Y,EM1v1,0.5901,0.6777,0.5937,0.2914,0.5392,0.1738,0.3176
synapse-1.0,16,157,0.10191082802547771,8.8125,16~8,CK,C4.5,Y,EM1v1,0.7289,0.7795,0.7195,0.3973,0.81,0.3621,0.7281
synapse-1.1,60,222,0.2702702702702703,2.7,4~2,CK,C4.5,Y,EM1v1,0.6522,0.6991,0.6453,0.5233,0.5733,0.3472,0.4297
synapse-1.2,86,256,0.3359375,1.9767441860465116,2~1,CK,C4.5,Y,EM1v1,0.709,0.7241,0.6926,0.6302,0.6221,0.462,0.5563
velocity-1.6,78,229,0.3406113537117904,1.935897435897436,2~1,CK,C4.5,Y,EM1v1,0.4845,0.5968,0.5059,0.3827,0.3527,0.2073,0.3387
xerces-1.2,71,440,0.16136363636363638,5.197183098591549,8~4,CK,C4.5,Y,EM1v1,0.6816,0.7581,0.6679,0.4168,0.7618,0.3033,0.6094
xerces-1.3,69,453,0.152317880794702,5.565217391304348,8~4,CK,C4.5,Y,EM1v1,0.7201,0.7959,0.7063,0.4415,0.7717,0.3445,0.6425
Eclipse_JDT_Core,206,997,0.20661985957873621,3.8398058252427183,4~2,CK,C4.5,Y,EM1v1,0.705,0.7609,0.6851,0.553,0.5803,0.4365,0.4919
Eclipse_PDE_UI,209,1497,0.1396125584502338,6.162679425837321,8~4,CK,C4.5,Y,EM1v1,0.662,0.7141,0.6593,0.3629,0.636,0.2427,0.4433
Equinox_Framework,129,324,0.39814814814814814,1.5116279069767442,2~1,CK,C4.5,Y,EM1v1,0.6088,0.697,0.5887,0.5303,0.4463,0.3526,0.5098
Lucene,64,691,0.09261939218523878,9.796875,16~8,CK,C4.5,Y,EM1v1,0.5989,0.6711,0.5926,0.2755,0.47,0.1904,0.3158
Mylyn,245,1862,0.13157894736842105,6.6,8~4,CK,C4.5,Y,EM1v1,0.6498,0.7025,0.6441,0.3525,0.5678,0.2368,0.3916
ant-1.3,20,125,0.16,5.25,8~4,CK,C4.5,Y,UBag,0.7029,0.7925,0.6948,0.4974,0.73,0.4143,0.6609
ant-1.4,40,178,0.2247191011235955,3.45,4~2,CK,C4.5,Y,UBag,0.5307,0.6006,0.5292,0.3741,0.6275,0.1176,0.237
ant-1.5,32,293,0.10921501706484642,8.15625,16~8,CK,C4.5,Y,UBag,0.692,0.7953,0.6829,0.4084,0.6317,0.3475,0.5528
ant-1.6,92,351,0.2621082621082621,2.8152173913043477,4~2,CK,C4.5,Y,UBag,0.756,0.823,0.7479,0.6308,0.733,0.4889,0.6079
camel-1.0,13,339,0.038348082595870206,25.076923076923077,64~16,CK,C4.5,Y,UBag,0.5416,0.7433,0.5939,0.1335,0.62,0.1329,0.477
camel-1.2,216,608,0.35526315789473684,1.8148148148148149,2~1,CK,C4.5,Y,UBag,0.5391,0.5783,0.5379,0.4499,0.5181,0.0945,0.1235
camel-1.4,145,872,0.16628440366972477,5.0137931034482754,8~4,CK,C4.5,Y,UBag,0.633,0.6942,0.6305,0.3737,0.6038,0.2174,0.376
camel-1.6,188,965,0.19481865284974093,4.132978723404255,8~4,CK,C4.5,Y,UBag,0.5978,0.667,0.5963,0.3729,0.5484,0.1756,0.2794
ivy-2.0,40,352,0.11363636363636363,7.8,8~4,CK,C4.5,Y,UBag,0.7313,0.8096,0.7154,0.4027,0.7275,0.3392,0.6196
jedit-3.2,90,272,0.33088235294117646,2.022222222222222,4~2,CK,C4.5,Y,UBag,0.7301,0.8124,0.7201,0.6486,0.7489,0.4595,0.5909
jedit-4.0,75,306,0.24509803921568626,3.08,4~2,CK,C4.5,Y,UBag,0.7264,0.7806,0.7132,0.5853,0.682,0.4427,0.5586
jedit-4.1,79,312,0.2532051282051282,2.949367088607595,4~2,CK,C4.5,Y,UBag,0.7188,0.7953,0.7068,0.5851,0.6636,0.438,0.5466
jedit-4.2,48,367,0.1307901907356948,6.645833333333333,8~4,CK,C4.5,Y,UBag,0.758,0.8278,0.7408,0.4647,0.767,0.3993,0.6828
jedit-4.3,11,492,0.022357723577235773,43.72727272727273,64~16,CK,C4.5,Y,UBag,0.5458,0.7961,0.6041,0.0879,0.645,0.1137,0.5197
log4j-1.0,34,135,0.2518518518518518,2.9705882352941178,4~2,CK,C4.5,Y,UBag,0.7136,0.8156,0.7078,0.5959,0.7217,0.469,0.6371
poi-2.0,37,314,0.1178343949044586,7.486486486486487,8~4,CK,C4.5,Y,UBag,0.6042,0.6878,0.6099,0.3199,0.5333,0.2131,0.3554
synapse-1.0,16,157,0.10191082802547771,8.8125,16~8,CK,C4.5,Y,UBag,0.6645,0.7648,0.6791,0.3722,0.72,0.3249,0.6301
synapse-1.1,60,222,0.2702702702702703,2.7,4~2,CK,C4.5,Y,UBag,0.686,0.7506,0.6816,0.5599,0.6467,0.381,0.4726
synapse-1.2,86,256,0.3359375,1.9767441860465116,2~1,CK,C4.5,Y,UBag,0.7105,0.7735,0.6997,0.63,0.6832,0.4379,0.5382
velocity-1.6,78,229,0.3406113537117904,1.935897435897436,2~1,CK,C4.5,Y,UBag,0.6171,0.7119,0.6084,0.5265,0.6048,0.2558,0.343
xerces-1.2,71,440,0.16136363636363638,5.197183098591549,8~4,CK,C4.5,Y,UBag,0.6955,0.7684,0.6827,0.428,0.7591,0.3107,0.5939
xerces-1.3,69,453,0.152317880794702,5.565217391304348,8~4,CK,C4.5,Y,UBag,0.7296,0.8079,0.7188,0.4567,0.7495,0.3603,0.6238
Eclipse_JDT_Core,206,997,0.20661985957873621,3.8398058252427183,4~2,CK,C4.5,Y,UBag,0.716,0.7887,0.7057,0.5423,0.6317,0.4118,0.4991
Eclipse_PDE_UI,209,1497,0.1396125584502338,6.162679425837321,8~4,CK,C4.5,Y,UBag,0.6615,0.7272,0.6574,0.3681,0.6176,0.2489,0.4339
Equinox_Framework,129,324,0.39814814814814814,1.5116279069767442,2~1,CK,C4.5,Y,UBag,0.6894,0.7969,0.6793,0.6551,0.7512,0.3959,0.5172
Lucene,64,691,0.09261939218523878,9.796875,16~8,CK,C4.5,Y,UBag,0.598,0.6856,0.5982,0.2679,0.4879,0.1832,0.3276
Mylyn,245,1862,0.13157894736842105,6.6,8~4,CK,C4.5,Y,UBag,0.6672,0.7228,0.6627,0.3657,0.6059,0.2565,0.4371
ant-1.3,20,125,0.16,5.25,8~4,CK,C4.5,Y,OBag,0.5205,0.7275,0.581,0.4073,0.455,0.3252,0.4374
ant-1.4,40,178,0.2247191011235955,3.45,4~2,CK,C4.5,Y,OBag,0.5308,0.629,0.5389,0.3659,0.5475,0.1366,0.2576
ant-1.5,32,293,0.10921501706484642,8.15625,16~8,CK,C4.5,Y,OBag,0.5335,0.6938,0.5709,0.3449,0.4175,0.2717,0.3689
ant-1.6,92,351,0.2621082621082621,2.8152173913043477,4~2,CK,C4.5,Y,OBag,0.7209,0.8118,0.7064,0.6034,0.6311,0.4681,0.5506
camel-1.0,13,339,0.038348082595870206,25.076923076923077,64~16,CK,C4.5,Y,OBag,0.0666,0.5105,0.3328,0.045,0.06,0.0143,0.015
camel-1.2,216,608,0.35526315789473684,1.8148148148148149,2~1,CK,C4.5,Y,OBag,0.5115,0.5692,0.5107,0.4022,0.4144,0.0726,0.0899
camel-1.4,145,872,0.16628440366972477,5.0137931034482754,8~4,CK,C4.5,Y,OBag,0.4704,0.6456,0.4735,0.2768,0.2683,0.1453,0.1681
camel-1.6,188,965,0.19481865284974093,4.132978723404255,8~4,CK,C4.5,Y,OBag,0.4881,0.6433,0.488,0.2933,0.2992,0.1243,0.139
ivy-2.0,40,352,0.11363636363636363,7.8,8~4,CK,C4.5,Y,OBag,0.5233,0.7205,0.5552,0.3313,0.39,0.2508,0.3246
jedit-3.2,90,272,0.33088235294117646,2.022222222222222,4~2,CK,C4.5,Y,OBag,0.7113,0.7964,0.6999,0.6259,0.6578,0.445,0.5328
jedit-4.0,75,306,0.24509803921568626,3.08,4~2,CK,C4.5,Y,OBag,0.6773,0.7805,0.6618,0.5456,0.5645,0.4098,0.4929
jedit-4.1,79,312,0.2532051282051282,2.949367088607595,4~2,CK,C4.5,Y,OBag,0.6821,0.7877,0.6688,0.5514,0.5746,0.4071,0.4819
jedit-4.2,48,367,0.1307901907356948,6.645833333333333,8~4,CK,C4.5,Y,OBag,0.5784,0.782,0.59,0.3591,0.452,0.2643,0.3575
jedit-4.3,11,492,0.022357723577235773,43.72727272727273,64~16,CK,C4.5,Y,OBag,0.4389,0.6983,0.585,0.1897,0.445,0.2036,0.409
log4j-1.0,34,135,0.2518518518518518,2.9705882352941178,4~2,CK,C4.5,Y,OBag,0.6663,0.7893,0.6652,0.5583,0.58,0.4377,0.5489
poi-2.0,37,314,0.1178343949044586,7.486486486486487,8~4,CK,C4.5,Y,OBag,0.44,0.7071,0.5009,0.2914,0.3067,0.2141,0.278
synapse-1.0,16,157,0.10191082802547771,8.8125,16~8,CK,C4.5,Y,OBag,0.2449,0.6997,0.4327,0.1705,0.22,0.1011,0.1376
synapse-1.1,60,222,0.2702702702702703,2.7,4~2,CK,C4.5,Y,OBag,0.6445,0.7569,0.6397,0.5216,0.55,0.3528,0.4292
synapse-1.2,86,256,0.3359375,1.9767441860465116,2~1,CK,C4.5,Y,OBag,0.7077,0.7824,0.697,0.6245,0.6704,0.4348,0.5347
velocity-1.6,78,229,0.3406113537117904,1.935897435897436,2~1,CK,C4.5,Y,OBag,0.5671,0.6971,0.5651,0.4603,0.4636,0.2161,0.2768
xerces-1.2,71,440,0.16136363636363638,5.197183098591549,8~4,CK,C4.5,Y,OBag,0.6364,0.7525,0.6336,0.3978,0.5514,0.2619,0.3778
xerces-1.3,69,453,0.152317880794702,5.565217391304348,8~4,CK,C4.5,Y,OBag,0.638,0.792,0.6186,0.4632,0.4738,0.3779,0.4428
Eclipse_JDT_Core,206,997,0.20661985957873621,3.8398058252427183,4~2,CK,C4.5,Y,OBag,0.698,0.7809,0.6777,0.5458,0.5666,0.4271,0.4738
Eclipse_PDE_UI,209,1497,0.1396125584502338,6.162679425837321,8~4,CK,C4.5,Y,OBag,0.5176,0.6906,0.5037,0.3155,0.306,0.2125,0.235
Equinox_Framework,129,324,0.39814814814814814,1.5116279069767442,2~1,CK,C4.5,Y,OBag,0.6751,0.7783,0.664,0.6361,0.7027,0.3776,0.4872
Lucene,64,691,0.09261939218523878,9.796875,16~8,CK,C4.5,Y,OBag,0.3089,0.6099,0.4065,0.1661,0.1648,0.0924,0.1097
Mylyn,245,1862,0.13157894736842105,6.6,8~4,CK,C4.5,Y,OBag,0.5879,0.6919,0.567,0.3605,0.4016,0.2566,0.2938
ant-1.3,20,125,0.16,5.25,8~4,CK,C4.5,Y,UOBag,0.6471,0.7617,0.6618,0.4732,0.63,0.3858,0.5655
ant-1.4,40,178,0.2247191011235955,3.45,4~2,CK,C4.5,Y,UOBag,0.5656,0.6265,0.5626,0.3932,0.61,0.1661,0.3148
ant-1.5,32,293,0.10921501706484642,8.15625,16~8,CK,C4.5,Y,UOBag,0.6329,0.7659,0.6463,0.4263,0.5308,0.3634,0.4823
ant-1.6,92,351,0.2621082621082621,2.8152173913043477,4~2,CK,C4.5,Y,UOBag,0.7493,0.8228,0.7409,0.6246,0.7132,0.482,0.5865
camel-1.0,13,339,0.038348082595870206,25.076923076923077,64~16,CK,C4.5,Y,UOBag,0.1681,0.6237,0.3954,0.0869,0.16,0.0528,0.0952
camel-1.2,216,608,0.35526315789473684,1.8148148148148149,2~1,CK,C4.5,Y,UOBag,0.5334,0.5743,0.5329,0.4428,0.5069,0.0843,0.1077
camel-1.4,145,872,0.16628440366972477,5.0137931034482754,8~4,CK,C4.5,Y,UOBag,0.581,0.6692,0.573,0.3466,0.4423,0.1912,0.2519
camel-1.6,188,965,0.19481865284974093,4.132978723404255,8~4,CK,C4.5,Y,UOBag,0.5808,0.6681,0.5758,0.3633,0.4667,0.1742,0.2343
ivy-2.0,40,352,0.11363636363636363,7.8,8~4,CK,C4.5,Y,UOBag,0.629,0.7755,0.6266,0.3648,0.5175,0.2785,0.405
jedit-3.2,90,272,0.33088235294117646,2.022222222222222,4~2,CK,C4.5,Y,UOBag,0.7387,0.8186,0.727,0.6592,0.7611,0.4738,0.6045
jedit-4.0,75,306,0.24509803921568626,3.08,4~2,CK,C4.5,Y,UOBag,0.7254,0.7967,0.713,0.5877,0.6705,0.4479,0.555
jedit-4.1,79,312,0.2532051282051282,2.949367088607595,4~2,CK,C4.5,Y,UOBag,0.7135,0.7993,0.7012,0.5804,0.6464,0.4336,0.5289
jedit-4.2,48,367,0.1307901907356948,6.645833333333333,8~4,CK,C4.5,Y,UOBag,0.7153,0.8119,0.7017,0.4453,0.656,0.364,0.5525
jedit-4.3,11,492,0.022357723577235773,43.72727272727273,64~16,CK,C4.5,Y,UOBag,0.5025,0.8061,0.6318,0.2435,0.51,0.2611,0.4791
log4j-1.0,34,135,0.2518518518518518,2.9705882352941178,4~2,CK,C4.5,Y,UOBag,0.7074,0.8048,0.7023,0.5911,0.6708,0.4638,0.5941
poi-2.0,37,314,0.1178343949044586,7.486486486486487,8~4,CK,C4.5,Y,UOBag,0.566,0.7082,0.5842,0.3429,0.4425,0.2492,0.3346
synapse-1.0,16,157,0.10191082802547771,8.8125,16~8,CK,C4.5,Y,UOBag,0.4637,0.7473,0.5566,0.2692,0.465,0.1965,0.347
synapse-1.1,60,222,0.2702702702702703,2.7,4~2,CK,C4.5,Y,UOBag,0.6683,0.7625,0.664,0.5399,0.6183,0.3584,0.4517
synapse-1.2,86,256,0.3359375,1.9767441860465116,2~1,CK,C4.5,Y,UOBag,0.7074,0.7752,0.6974,0.625,0.6829,0.4294,0.5336
velocity-1.6,78,229,0.3406113537117904,1.935897435897436,2~1,CK,C4.5,Y,UOBag,0.6263,0.7238,0.6185,0.5378,0.6045,0.2793,0.3661
xerces-1.2,71,440,0.16136363636363638,5.197183098591549,8~4,CK,C4.5,Y,UOBag,0.6885,0.7768,0.68,0.4311,0.6786,0.3079,0.513
xerces-1.3,69,453,0.152317880794702,5.565217391304348,8~4,CK,C4.5,Y,UOBag,0.7107,0.8297,0.6997,0.4884,0.6219,0.3909,0.5132
Eclipse_JDT_Core,206,997,0.20661985957873621,3.8398058252427183,4~2,CK,C4.5,Y,UOBag,0.7133,0.7906,0.7008,0.5442,0.6175,0.4156,0.4881
Eclipse_PDE_UI,209,1497,0.1396125584502338,6.162679425837321,8~4,CK,C4.5,Y,UOBag,0.6233,0.7166,0.609,0.3732,0.4791,0.2557,0.3354
Equinox_Framework,129,324,0.39814814814814814,1.5116279069767442,2~1,CK,C4.5,Y,UOBag,0.6962,0.785,0.683,0.6684,0.7829,0.4138,0.5573
Lucene,64,691,0.09261939218523878,9.796875,16~8,CK,C4.5,Y,UOBag,0.4578,0.658,0.485,0.2139,0.2888,0.1222,0.1679
Mylyn,245,1862,0.13157894736842105,6.6,8~4,CK,C4.5,Y,UOBag,0.6375,0.7195,0.6245,0.3691,0.5062,0.258,0.3616
ant-1.3,20,125,0.16,5.25,8~4,CK,C4.5,Y,SBag,0.521,0.7398,0.5903,0.4131,0.46,0.3337,0.4346
ant-1.4,40,178,0.2247191011235955,3.45,4~2,CK,C4.5,Y,SBag,0.4196,0.6112,0.4814,0.2903,0.345,0.0767,0.1149
ant-1.5,32,293,0.10921501706484642,8.15625,16~8,CK,C4.5,Y,SBag,0.5591,0.7434,0.5881,0.384,0.4367,0.3254,0.4215
ant-1.6,92,351,0.2621082621082621,2.8152173913043477,4~2,CK,C4.5,Y,SBag,0.7324,0.8156,0.7173,0.6209,0.6402,0.4936,0.5666
camel-1.0,13,339,0.038348082595870206,25.076923076923077,64~16,CK,C4.5,Y,SBag,0.0957,0.5137,0.3531,0.063,0.09,0.0371,0.0574
camel-1.2,216,608,0.35526315789473684,1.8148148148148149,2~1,CK,C4.5,Y,SBag,0.4282,0.5773,0.4414,0.2976,0.225,0.1111,0.1874
camel-1.4,145,872,0.16628440366972477,5.0137931034482754,8~4,CK,C4.5,Y,SBag,0.4892,0.6756,0.486,0.3071,0.282,0.1939,0.2307
camel-1.6,188,965,0.19481865284974093,4.132978723404255,8~4,CK,C4.5,Y,SBag,0.4714,0.6594,0.4739,0.2922,0.2692,0.148,0.1729
ivy-2.0,40,352,0.11363636363636363,7.8,8~4,CK,C4.5,Y,SBag,0.568,0.7642,0.5805,0.3634,0.43,0.2868,0.3711
jedit-3.2,90,272,0.33088235294117646,2.022222222222222,4~2,CK,C4.5,Y,SBag,0.6989,0.8121,0.6845,0.6152,0.6033,0.4531,0.5396
jedit-4.0,75,306,0.24509803921568626,3.08,4~2,CK,C4.5,Y,SBag,0.6712,0.7973,0.653,0.542,0.5462,0.4096,0.4979
jedit-4.1,79,312,0.2532051282051282,2.949367088607595,4~2,CK,C4.5,Y,SBag,0.6935,0.7993,0.6751,0.5746,0.5698,0.4485,0.5288
